rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
446,Contact Form 7 Captcha,contact-form-7-simple-recaptcha,100000,82,4.1,Editor-agnostic,2026-02-01 9:19pm GMT,4.1.2,6.9.4,,,,https://wordpress.org/plugins/contact-form-7-simple-recaptcha/,2,0,,,2022-07-17,CWE-352; CWE-79,"captcha, contact form 7, hcaptcha, recaptcha, spam protection"
447,Mollie Payments for WooCommerce,mollie-payments-for-woocommerce,100000,70,3.5,Editor-agnostic,2026-03-09 9:16am GMT,5.0,6.9.4,https://www.mollie.com,https://github.com/mollie/WooCommerce,official,https://wordpress.org/plugins/mollie-payments-for-woocommerce/,4,2,,,2026-02-20,,"credit card, ecommerce, mollie, payments, woocommerce"
448,OttoKit: All-in-One Automation Platform,suretriggers,100000,98,4.9,Editor-agnostic,2026-03-24 7:36am GMT,5.4,6.9.4,https://ottokit.com/,,,https://wordpress.org/plugins/suretriggers/,4,0,,,2025-05-01,,"Google Sheets, automation, schedule, surecart, webhooks"
449,MainWP Child Reports,mainwp-child-reports,100000,86,4.3,Editor-agnostic,2026-03-24 3:19pm GMT,6.0,6.9.4,https://mainwp.com/,https://github.com/mainwp/mainwp,official,https://wordpress.org/plugins/mainwp-child-reports/,3,0,8.8,High,2024-08-08,CWE-352; CWE-89,"MainWP, MainWP Child, MainWP Child Reports, MainWP Pro Reports Extension, child reports"
450,Duplicate Menu,duplicate-menu,100000,92,4.6,Editor-agnostic,2025-12-30 3:25pm GMT,3.4.2,6.9.4,https://github.com/jchristopher/duplicate-menu,https://github.com/jchristopher/duplicate-menu,official,https://wordpress.org/plugins/duplicate-menu/,0,0,,,,,"clone, copy, duplicate, menu"
451,"NitroPack – Performance, Page Speed & Cache Plugin for Core Web Vitals, CDN & Image Optimization",nitropack,100000,86,4.3,Editor-agnostic,2026-03-18 7:18pm GMT,4.7,6.9.4,https://nitropack.io/platform/wordpress,,,https://wordpress.org/plugins/nitropack/,6,0,,,2025-01-15,,"Page Speed, cache, core web vitals, performance, website speed"
452,Download Manager,download-manager,100000,82,4.1,Editor-agnostic,2026-02-19 5:01am GMT,5.3,6.9.4,https://www.wpdownloadmanager.com/purchases/,,,https://wordpress.org/plugins/download-manager/,100,2,,,2026-01-06,,"digital store, document management, download manager, ecommerce, file manager"
453,Advanced Custom Fields: Extended,acf-extended,100000,96,4.8,Editor-agnostic,2026-03-02 7:08pm GMT,4.9,6.9.4,https://www.acf-extended.com,https://github.com/acf-extended/ACF-Extended,official,https://wordpress.org/plugins/acf-extended/,4,0,9.8,Critical,2026-01-20,CWE-269; CWE-79; CWE-89; CWE-94,"acf, admin, custom fields, fields, meta"
454,Redirection,redirect-redirection,100000,100,5.0,Editor-agnostic,2026-03-05 9:52pm GMT,4.6,6.9.4,https://redirection.pro,https://github.com/johngodley/redirection,official,https://wordpress.org/plugins/redirect-redirection/,34,0,,,2024-12-13,,"301, 404, redirect, redirection, redirects"
455,Sticky Menu & Sticky Header,sticky-menu-or-anything-on-scroll,100000,94,4.7,Editor-agnostic,2025-12-03 8:04pm GMT,3.6,6.9.4,https://wpsticky.com/,https://github.com/wp-plugins/sticky-menu-or-anything-on-scroll,mirror,https://wordpress.org/plugins/sticky-menu-or-anything-on-scroll/,3,0,,,2020-09-09,,"floating menu, sticky, sticky header, sticky menu, sticky widget"
456,Temporary Login Without Password,temporary-login-without-password,100000,100,5.0,Editor-agnostic,2025-12-22 11:48am GMT,3.0.1,6.8.5,http://www.storeapps.org/create-secure-login-without-password-for-wordpress/,https://github.com/WordpressPluginDirectory/temporary-login-without-password,official,https://wordpress.org/plugins/temporary-login-without-password/,1,0,,,2021-12-13,CWE-352; CWE-862,"developer access, magic pin, passwordless login, secure login, temporary access"
457,Two Factor,two-factor,100000,96,4.8,Editor-agnostic,2026-02-17 1:21pm GMT,6.8,6.9.4,https://wordpress.org/plugins/two-factor/,https://github.com/WordPress/two-factor,official,https://wordpress.org/plugins/two-factor/,0,0,,,,,"2FA, MFA, authentication, security, totp"
458,YITH WooCommerce Quick View,yith-woocommerce-quick-view,100000,76,3.8,Editor-agnostic,2026-03-04 3:33pm GMT,6.7,6.9.4,https://yithemes.com/themes/plugins/yith-woocommerce-quick-view,https://github.com/WPPlugins/yith-woocommerce-quick-view,mirror,https://wordpress.org/plugins/yith-woocommerce-quick-view/,4,0,,,2022-11-11,,"Products Quick View, quick view, woocommerce, woocommerce quick view"
459,"PublishPress Capabilities – User Role Editor, Access Permissions, User Capabilities, Admin Menus",capability-manager-enhanced,100000,94,4.7,Editor-agnostic,2026-03-24 7:25pm GMT,5.5,6.9.4,https://publishpress.com/capability-manager/,https://github.com/publishpress/publishpress-capabilities,official,https://wordpress.org/plugins/capability-manager-enhanced/,7,0,,,2022-10-31,,"admin menus, capabilities, permissions, user role editor, user roles"
460,Cache Enabler,cache-enabler,100000,86,4.3,Editor-agnostic,2026-03-02 7:50am GMT,5.1,6.9.4,,https://github.com/keycdn/cache-enabler,official,https://wordpress.org/plugins/cache-enabler/,0,0,,,,,"cache, caching, gzip, performance, webp"
461,Gravity Forms Zero Spam,gravity-forms-zero-spam,100000,86,4.3,Editor-agnostic,2026-03-25 12:22am GMT,4.7,6.9.4,https://www.gravitykit.com?utm_source=plugin&utm_campaign=zero-spam&utm_content=pluginuri,https://github.com/GravityKit/gravity-forms-zero-spam,official,https://wordpress.org/plugins/gravity-forms-zero-spam/,0,0,,,,,"anti-spam, captcha, gravity forms, honeypot, spam"
462,Ivory Search – WordPress Search Plugin,add-search-to-menu,100000,98,4.9,Editor-agnostic,2026-01-22 9:38am GMT,3.9,6.9.4,https://ivorysearch.com,https://github.com/common-repository/add-search-to-menu,mirror,https://wordpress.org/plugins/add-search-to-menu/,21,1,,,2025-12-09,,"ajax search, file search, image search, search, woocommerce search"
463,"Everest Forms – Contact Form, Payment Form, Quiz, Survey & Custom Form Builder",everest-forms,100000,98,4.9,Editor-agnostic,2026-03-24 12:03pm GMT,5.5,6.9.4,https://everestforms.net/,https://github.com/wpeverest/everest-forms,official,https://wordpress.org/plugins/everest-forms/,15,1,,,2026-02-19,,"contact form, custom form, form builder, forms, survey"
464,Kadence WooCommerce Email Designer,kadence-woocommerce-email-designer,100000,90,4.5,Editor-agnostic,2025-11-20 6:24pm GMT,5.3,6.8.5,http://kadencewp.com/products/woocommerce-email-designer/,https://github.com/cristian-ungureanu/customizer-repeater,official,https://wordpress.org/plugins/kadence-woocommerce-email-designer/,6,0,,,2025-12-02,,"email, email template, email templates, mail, woocommerce"
465,Check & Log Email – Easy Email Testing & Mail logging,check-email,100000,96,4.8,Editor-agnostic,2026-03-03 12:29pm GMT,5.0,6.9.4,https://check-email.tech/,https://github.com/ahmedkaludi/check-email,official,https://wordpress.org/plugins/check-email/,6,0,,,2024-03-26,,"email, email log, log, logging, smtp"
466,"LazyLoad Plugin – Lazy Load Images, Videos, and Iframes",rocket-lazy-load,100000,84,4.2,Editor-agnostic,2025-10-17 1:22pm GMT,4.9,6.8.5,http://wordpress.org/plugins/rocket-lazy-load/,https://github.com/verlok/lazyload,official,https://wordpress.org/plugins/rocket-lazy-load/,0,0,,,,,"Lazy Loading, defer offscreen images, lazy load, lazy load images, lazy load plugin"
467,Social Icons Widget & Block – Social Media Icons & Share Buttons,social-icons-widget-by-wpzoom,100000,98,4.9,Blocks+Classic,2026-03-12 7:31pm GMT,6.5,7.0,https://www.wpzoom.com/plugins/social-share/,https://github.com/wpzoom/social-icons-widget,official,https://wordpress.org/plugins/social-icons-widget-by-wpzoom/,2,0,5.4,Medium,2024-06-09,CWE-79; CWE-862,"Social Media Widget, share buttons, social icons, social media icons, social sharing"
468,WP 2FA – Two-factor authentication for WordPress,wp-2fa,100000,94,4.7,Editor-agnostic,2026-03-16 9:13am GMT,5.5,6.9.4,https://melapress.com/,https://github.com/Melapress/wp-2fa,official,https://wordpress.org/plugins/wp-2fa/,12,0,,,2025-11-24,,"2-factor authentication, 2FA, WordPress authentication, google authenticator, two factor authentication"
469,Insert PHP Code Snippet,insert-php-code-snippet,100000,98,4.9,Editor-agnostic,2026-03-16 11:15am GMT,,6.9.4,http://xyzscripts.com/wordpress-plugins/insert-php-code-snippet/,https://github.com/common-repository/insert-php-code-snippet,mirror,https://wordpress.org/plugins/insert-php-code-snippet/,4,0,,,2025-10-31,,"Add PHP, insert PHP, insert PHP code, insert PHP snippet, insert PHP tag"
470,"AI Engine – The Chatbot, AI Framework & MCP for WordPress",ai-engine,100000,98,4.9,Editor-agnostic,2026-03-22 2:31am GMT,6.0,6.9.4,https://wordpress.org/plugins/ai-engine/,https://github.com/jordymeow/ai-engine,official,https://wordpress.org/plugins/ai-engine/,22,0,,,2025-11-13,,"AI, Claude, chatbot, gpt, openai"
471,"Gravatar Enhanced – Avatars, Profiles, and Privacy",gravatar-enhanced,100000,100,5.0,Editor-agnostic,2026-03-17 4:18pm GMT,6.6,6.8.5,https://wordpress.org/extend/plugins/gravatar-enhanced/,https://github.com/Automattic/gravatar-enhanced,official,https://wordpress.org/plugins/gravatar-enhanced/,0,0,,,,,"avatar, comments, privacy, profile, profile picture"
472,Real Media Library: Media Library Folder & File Manager,real-media-library-lite,100000,96,4.8,Editor-agnostic,2026-02-05 1:01pm GMT,5.9,6.9.4,https://devowl.io/wordpress-real-media-library/,https://github.com/common-repository/real-media-library-lite,mirror,https://wordpress.org/plugins/real-media-library-lite/,5,0,6.4,Medium,2024-05-02,CWE-20; CWE-79,"WordPress media library folders, file manager, media folder, media library folder, media library folders"
473,WPC Smart Quick View for WooCommerce,woo-smart-quick-view,100000,98,4.9,Editor-agnostic,2026-03-14 3:37am GMT,4.0,6.9.4,https://wpclever.net/,https://github.com/common-repository/woo-smart-quick-view,mirror,https://wordpress.org/plugins/woo-smart-quick-view/,4,0,,,2025-10-18,,"quick view, quickview, woocommerce, wpc"
474,MailerLite – Signup forms (official),official-mailerlite-sign-up-forms,100000,60,3.0,Editor-agnostic,2026-02-18 2:15pm GMT,3.0.1,6.8.5,https://mailerlite.com,https://github.com/common-repository/official-mailerlite-sign-up-forms,mirror,https://wordpress.org/plugins/official-mailerlite-sign-up-forms/,14,1,,,2026-02-19,,"form, mailerlite, newsletter, subscribe, webform"
475,MouseWheel Smooth Scroll,mousewheel-smooth-scroll,100000,90,4.5,Editor-agnostic,2026-03-19 1:26pm GMT,3.0.1,6.9.4,https://kubiq.sk,https://github.com/wp-plugins/mousewheel-smooth-scroll,mirror,https://wordpress.org/plugins/mousewheel-smooth-scroll/,1,0,,,2021-11-17,CWE-352,"mousewheel scroll, scrolling, smooth scroll"
476,Advanced Custom Fields: Font Awesome Field,advanced-custom-fields-font-awesome,100000,98,4.9,Editor-agnostic,2026-01-09 9:54am GMT,3.5,6.9.4,https://wordpress.org/plugins/advanced-custom-fields-font-awesome/,https://github.com/MickeyKay/better-font-awesome-library,official,https://wordpress.org/plugins/advanced-custom-fields-font-awesome/,1,0,6.4,Medium,2026-02-19,CWE-79,"Font Awesome, FontAwesome, acf, advanced custom fields"
477,WP Bulk Delete,wp-bulk-delete,100000,92,4.6,Editor-agnostic,2026-03-06 10:49am GMT,4.9,6.9.4,http://xylusthemes.com/plugins/wp-bulk-delete/,https://github.com/xylusthemes/wp-bulk-delete,official,https://wordpress.org/plugins/wp-bulk-delete/,2,0,7.1,High,2025-08-27,CWE-79; CWE-862,"bulk, bulk clean, bulk delete, clean database, delete"
478,Razorpay for WooCommerce,woo-razorpay,100000,50,2.5,Editor-agnostic,2026-03-24 9:37am GMT,3.9.2,6.9.4,https://razorpay.com,https://github.com/razorpay/razorpay-woocommerce,official,https://wordpress.org/plugins/woo-razorpay/,7,0,,,2026-02-19,,"curlec, india, payments, razorpay, woocommerce"
479,a3 Lazy Load,a3-lazy-load,100000,86,4.3,Editor-agnostic,2025-12-02 4:33am GMT,6.0,6.9.0,,https://github.com/a3rev/a3-lazy-load,official,https://wordpress.org/plugins/a3-lazy-load/,2,0,,,2022-11-02,,"Lazy Loading, a3 lazy load, image lazy load, lazyload"
480,Backup Migration,backup-backup,100000,98,4.9,Editor-agnostic,2026-03-18 1:22am GMT,4.6,6.9.4,https://backupbliss.com,,,https://wordpress.org/plugins/backup-backup/,18,0,,,2025-11-24,,"backup, backups, migrate, migration, staging"
481,Tracking Code Manager,tracking-code-manager,100000,82,4.1,Editor-agnostic,2025-06-16 6:07pm GMT,3.6.0,6.8.5,http://intellywp.com/tracking-code-manager/,https://github.com/simonridley/tracking-code-manager,official,https://wordpress.org/plugins/tracking-code-manager/,7,0,,,2025-05-15,,"UTM management, deliver content by ad, map google ads, profit google ad, track google ad"
482,Advanced Import: One-Click Demo Import for WordPress,advanced-import,90000,88,4.4,Editor-agnostic,2025-01-14 4:13pm GMT,5.0,6.7.5,https://addonspress.com/item/advanced-import,https://github.com/codersantosh/advanced-import,official,https://wordpress.org/plugins/advanced-import/,2,0,,,2022-12-05,,"customizer import, demo import, gutenberg import, theme import, widget import"
483,WP Meta and Date Remover,wp-meta-and-date-remover,90000,84,4.2,Editor-agnostic,2026-03-08 3:41pm GMT,3.0.1,6.9.4,mailto:prasadkirpekar96@gmail.com,https://github.com/WPPlugins/wp-meta-and-date-remover,mirror,https://wordpress.org/plugins/wp-meta-and-date-remover/,8,0,,,2024-12-09,,"author, date, metadata, posts, remover"
484,Event Tickets and Registration,event-tickets,90000,70,3.5,Editor-agnostic,2026-03-11 3:16pm GMT,6.7,6.9.4,https://evnt.is/1acb,https://github.com/stellarwp/shepherd,official,https://wordpress.org/plugins/event-tickets/,17,1,,,2025-10-22,,"RSVP, attendee management, event registration, ticket sales, tickets"
485,"Hustle – Email Marketing, Lead Generation, Optins, Popups",wordpress-popup,90000,88,4.4,Editor-agnostic,2026-03-19 7:16am GMT,6.4,6.9.4,https://wordpress.org/plugins/wordpress-popup/,https://github.com/wp-plugins/wordpress-popup,mirror,https://wordpress.org/plugins/wordpress-popup/,8,1,,,2026-02-03,,"Optin, Subscription Form, marketing, newsletter, popup"
486,ShopEngine Elementor WooCommerce Builder Addon – All in One WooCommerce Solution,shopengine,90000,92,4.6,Editor-agnostic,2026-03-17 8:53am GMT,,6.9.4,https://wpmet.com/plugin/shopengine,https://github.com/subhanahmed047/shopengine,official,https://wordpress.org/plugins/shopengine/,4,0,,,2025-12-03,,"WooCommerce Builder, cross-sell, elementor woocommerce, shopping cart, woocommerce add-on"
487,Nested Pages,wp-nested-pages,90000,94,4.7,Editor-agnostic,2025-02-11 10:05pm GMT,3.8,6.7.5,http://nestedpages.com,https://github.com/kylephillips/wp-nested-pages,official,https://wordpress.org/plugins/wp-nested-pages/,11,0,,,2025-05-15,,"admin, nested, page tree, pages, tree view"
488,Colibri Page Builder,colibri-page-builder,90000,88,4.4,Editor-agnostic,2025-12-17 7:27am GMT,5.6,6.9.4,https://colibriwp.com/,https://github.com/jaeseungyum/bem-sass,official,https://wordpress.org/plugins/colibri-page-builder/,19,0,,,2025-12-19,,"colibri, drag-and-drop, editor, landing page, page builder"
489,Email Encoder – Protect Email Addresses and Phone Numbers,email-encoder-bundle,90000,98,4.9,Editor-agnostic,2026-02-16 5:52am GMT,4.7,6.9.4,https://wpemailencoder.com/,https://github.com/Online-Optimisation/email-encoder-bundle,official,https://wordpress.org/plugins/email-encoder-bundle/,9,0,,,2024-07-29,,"anti-spam, encode, encrypt, hide, protect"
490,Booking for Appointments and Events Calendar – Amelia,ameliabooking,90000,92,4.6,Editor-agnostic,2026-03-23 12:11pm GMT,5.3,6.9.4,https://wpamelia.com/,https://github.com/WordpressPluginDirectory/ameliabooking,official,https://wordpress.org/plugins/ameliabooking/,24,2,,,2026-03-05,,"appointments, booking, booking system, event booking system, scheduling"
491,BackUpWordPress,backupwordpress,90000,94,4.7,Editor-agnostic,2024-04-24 9:40am GMT,3.9,6.5.8,https://updraftplus.com/backupwordpress/?afref=744,https://github.com/orgs/xibodevelopment,official,https://wordpress.org/plugins/backupwordpress/,4,0,,,2024-04-29,,"back up, backup, backups, database, zip"
492,Shortcodes and extra features for Phlox theme,auxin-elements,90000,42,2.1,Editor-agnostic,2026-01-24 11:55am GMT,5.0,6.9.4,https://wordpress.org/plugins/auxin-elements/,https://github.com/WPPlugins/auxin-elements,mirror,https://wordpress.org/plugins/auxin-elements/,21,2,,,2026-01-10,,"auxin, averta, elementor, fullwidth, phlox"
493,Custom Login Page Customizer,login-customizer,90000,96,4.8,Editor-agnostic,2026-01-06 2:24pm GMT,4.0,6.9.4,https://loginpress.pro/?utm_source=login-customizer-lite&utm_medium=plugin-url-link,https://github.com/hiddenpearls/login-customizer,official,https://wordpress.org/plugins/login-customizer/,6,0,,,2026-01-29,,"custom login, customizer, login, login page, wp login"
494,Addon Elements for Elementor (formerly Elementor Addon Elements),addon-elements-for-elementor-page-builder,90000,96,4.8,Editor-agnostic,2026-03-23 11:25am GMT,5.0,6.9.4,https://wpbuilderaddons.com/addon-elements-elementor/,https://github.com/common-repository/addon-elements-for-elementor-page-builder,mirror,https://wordpress.org/plugins/addon-elements-for-elementor-page-builder/,39,1,,,2026-02-26,,"addons, elementor, elementor addon, elementor widget, elements"
495,WP Force SSL & HTTPS SSL Redirect,wp-force-ssl,90000,94,4.7,Editor-agnostic,2025-12-03 8:17pm GMT,4.6,6.9.4,https://wpforcessl.com/,https://github.com/Jonnyauk/WP-Force-SSL,official,https://wordpress.org/plugins/wp-force-ssl/,1,0,4.2,Medium,2024-06-08,CWE-862,"force ssl, https, mixed content, ssl, ssl certificate"
496,ShopLentor – All-in-One WooCommerce Growth & Store Enhancement Plugin,woolentor-addons,90000,90,4.5,Blocks+Classic,2026-03-11 9:04am GMT,4.7,6.9.4,https://woolentor.com/,https://github.com/common-repository/woolentor-addons,mirror,https://wordpress.org/plugins/woolentor-addons/,24,0,,,2025-11-04,,"WooCommerce Builder, elementor, gutenberg blocks, woocommerce, woocommerce elementor"
497,Blocks Animation: CSS Animations for Gutenberg Blocks,blocks-animation,90000,94,4.7,Blocks+Classic,2026-03-25 9:05am GMT,6.2,6.9.4,https://github.com/Codeinwp/otter-blocks,https://github.com/Codeinwp/otter-blocks,official,https://wordpress.org/plugins/blocks-animation/,0,0,,,,,"animation, block, block-editor, editor, gutenberg"
498,LoginWP (Formerly Peter's Login Redirect),peters-login-redirect,90000,96,4.8,Editor-agnostic,2025-12-11 1:01pm GMT,4.9,6.9.4,https://loginwp.com,https://github.com/common-repository/peters-login-redirect,mirror,https://wordpress.org/plugins/peters-login-redirect/,4,0,,,2021-12-06,,"after registration redirect, login redirect, logout redirect"
499,Media Cleaner: Clean your WordPress!,media-cleaner,90000,92,4.6,Editor-agnostic,2026-03-09 10:57pm GMT,6.0,6.9.4,https://meowapps.com,https://github.com/Supergamer1337/media-cleaner,official,https://wordpress.org/plugins/media-cleaner/,1,0,5.3,Medium,2024-05-02,CWE-532,"clean, files, images, library, media"
500,HUSKY – Products Filter Professional for WooCommerce,woocommerce-products-filter,90000,92,4.6,Editor-agnostic,2026-03-19 7:11pm GMT,6.0,6.9.4,https://products-filter.com/,https://github.com/wp-plugins/woocommerce-products-filter,mirror,https://wordpress.org/plugins/woocommerce-products-filter/,25,0,,,2025-12-18,,"ajax filter, filter, product filter, woocommerce, woof"
501,Headers Security Advanced & HSTS WP,headers-security-advanced-hsts-wp,90000,98,4.9,Editor-agnostic,2026-03-16 2:46pm GMT,4.7,6.9.4,https://openheaders.org,https://github.com/common-repository/headers-security-advanced-hsts-wp,mirror,https://wordpress.org/plugins/headers-security-advanced-hsts-wp/,0,0,,,,,"clickjacking, csp, headers, headers security, hsts"
502,Strong Testimonials,strong-testimonials,90000,96,4.8,Editor-agnostic,2026-02-26 10:04am GMT,5.2,6.9.4,https://strongtestimonials.com,https://github.com/WPChill/strong-testimonials,official,https://wordpress.org/plugins/strong-testimonials/,18,1,,,2026-02-03,,"star ratings, testimonial form, testimonial plugin, testimonials slider"
503,"SureCart – Ecommerce Made Easy For Selling Physical Products, Digital Downloads, Subscriptions, Donations, & Payments",surecart,90000,96,4.8,Editor-agnostic,2026-03-24 6:24pm GMT,6.7,6.9.4,https://surecart.com/,https://github.com/surecart/surecart-wp-plugin,official,https://wordpress.org/plugins/surecart/,2,0,7.1,High,2024-09-17,CWE-79,"ecommerce, online store, payments, stripe, subscriptions"
504,Checkout Field Manager (Checkout Manager) for WooCommerce,woocommerce-checkout-manager,90000,90,4.5,Editor-agnostic,2026-03-19 3:28pm GMT,4.7,6.9.4,https://quadlayers.com/products/woocommerce-checkout-manager/,https://github.com/tailecao/woocommerce-checkout-manager,official,https://wordpress.org/plugins/woocommerce-checkout-manager/,8,0,,,2026-02-19,,"WooCommerce checkout, checkout editor, checkout field customizer, checkout fields, checkout manager"
505,Lightweight Sidebar Manager,sidebar-manager,90000,84,4.2,Editor-agnostic,2025-12-01 9:44am GMT,4.0,6.9.4,http://www.brainstormforce.com,https://github.com/brainstormforce/sidebar-manager,official,https://wordpress.org/plugins/sidebar-manager/,4,0,,,2023-07-01,,"conditional sidebar, custom sidebar, custom widget areas, sidebar manager, widgets"
506,Invisible reCaptcha for WordPress,invisible-recaptcha,90000,86,4.3,Editor-agnostic,2020-04-07 4:31pm GMT,4.0,5.4.19,,https://github.com/albertcht/invisible-recaptcha,official,https://wordpress.org/plugins/invisible-recaptcha/,0,0,,,,,"contact form 7 invisible reCaptcha, invisible reCaptcha, woocommerce invisible reCaptcha"
507,"Folders – Unlimited Folders to Organize Media Library Folder, Pages, Posts, File Manager",folders,90000,100,5.0,Editor-agnostic,2026-03-23 6:55am GMT,3.0.0,6.9.4,,https://github.com/rottytooth/Folders,official,https://wordpress.org/plugins/folders/,8,0,,,2026-01-08,,"folder, folders, media library, pages folders, replace media"
508,Fixed Widget and Sticky Elements for WordPress,q2w3-fixed-widget,90000,94,4.7,Editor-agnostic,2023-03-30 7:15am GMT,5.0,6.2.9,https://wpadvancedads.com/fixed-widget-wordpress/,https://github.com/BurlesonBrad/q2w3-fixed-widget,official,https://wordpress.org/plugins/q2w3-fixed-widget/,0,0,,,,,"ads, fixed widget, sidebar, sticky widget, widget"
509,Termly – GDPR/CCPA Cookie Consent Banner,uk-cookie-consent,90000,72,3.6,Editor-agnostic,2026-01-09 6:20pm GMT,5.2,6.9.4,https://termly.io/products/,https://github.com/wp-plugins/uk-cookie-consent,mirror,https://wordpress.org/plugins/uk-cookie-consent/,2,0,5.3,Medium,2024-06-11,CWE-79; CWE-862,"CCPA, GDPR, cookie banner, cookie consent, privacy"
510,Product Import Export for WooCommerce – Import Export Product CSV Suite,product-import-export-for-woo,90000,92,4.6,Editor-agnostic,2026-03-10 11:57am GMT,3.0,6.9.4,https://wordpress.org/plugins/product-import-export-for-woo/,https://github.com/WordpressPluginDirectory/product-import-export-for-woo,official,https://wordpress.org/plugins/product-import-export-for-woo/,8,0,,,2025-03-26,,"CSV import export, export woocommerce products, product export, product import, woocommerce product import"
511,Widget CSS Classes,widget-css-classes,90000,98,4.9,Editor-agnostic,2024-11-12 12:16am GMT,3.3,6.7.5,https://wordpress.org/plugins/widget-css-classes/,https://github.com/JoryHogeveen/widget-css-classes,official,https://wordpress.org/plugins/widget-css-classes/,0,0,,,,,"classes, css, widget classes, widget css, widgets"
512,Payment Plugins for PayPal WooCommerce,pymntpl-paypal-woocommerce,90000,98,4.9,Editor-agnostic,2026-03-19 5:34pm GMT,4.7,6.9.4,https://docs.paymentplugins.com/wc-paypal/config/,https://github.com/common-repository/pymntpl-paypal-woocommerce,mirror,https://wordpress.org/plugins/pymntpl-paypal-woocommerce/,0,0,,,,,"Credit Cards, Venmo, paylater, paypal"
513,Depicter — Popup & Slider Builder,depicter,90000,94,4.7,Editor-agnostic,2026-01-14 10:42am GMT,5.9,6.9.4,https://depicter.com,https://github.com/zhuyaner/Depicter,official,https://wordpress.org/plugins/depicter/,14,1,,,2026-01-22,,"carousel slider, popup, post slider, slider, slideshow"
514,AMP for WP – Accelerated Mobile Pages,accelerated-mobile-pages,90000,88,4.4,Editor-agnostic,2026-03-02 3:41pm GMT,3.0,6.9.4,https://wordpress.org/plugins/accelerated-mobile-pages/,https://github.com/ahmedkaludi/Accelerated-Mobile-Pages,official,https://wordpress.org/plugins/accelerated-mobile-pages/,15,0,,,2026-01-07,,"accelerated mobile pages, amp, google amp, mobile, seo"
515,Cyr to Lat Enhanced,cyr3lat,90000,92,4.6,Editor-agnostic,2026-02-10 9:53am GMT,5.0,6.9.4,https://wordpress.org/plugins/cyr3lat/,https://github.com/wp-plugins/cyr3lat,mirror,https://wordpress.org/plugins/cyr3lat/,2,0,,,2023-10-20,,"cyrillic, russian, slugs, transliteration, ukrainian"
516,Disable REST API,disable-json-api,90000,96,4.8,Editor-agnostic,2023-09-14 12:26am GMT,4.9,6.3.8,http://www.binarytemplar.com/disable-json-api,https://github.com/dmchale/disable-json-api,official,https://wordpress.org/plugins/disable-json-api/,0,0,,,,,"JSON, admin, api, rest, rest-api"
517,"10Web Booster – Website speed optimization, Cache & Page Speed optimizer",tenweb-speed-optimizer,90000,92,4.6,Editor-agnostic,2025-11-25 11:02am GMT,5.0,6.8.5,https://10web.io/page-speed-booster/,https://github.com/WordpressPluginDirectory/tenweb-speed-optimizer,official,https://wordpress.org/plugins/tenweb-speed-optimizer/,9,0,,,2025-12-06,,"Optimize, cache, pagespeed, performance, speed"
518,"TermsFeed AutoTerms: Privacy Policy Generator, Cookie Consent, GDPR, CCPA, Terms & Conditions, Disclaimers, Cookies Policy, EULA",auto-terms-of-service-and-privacy-policy,90000,94,4.7,Editor-agnostic,2026-01-28 8:29pm GMT,4.2,6.9.4,https://www.termsfeed.com,https://github.com/wpautoterms/Auto-Terms-of-Service-and-Privacy-Policy,official,https://wordpress.org/plugins/auto-terms-of-service-and-privacy-policy/,1,0,,,2023-07-19,,"CCPA, GDPR, Privacy Policy, consent, cookie"
519,JetFormBuilder — Dynamic Blocks Form Builder,jetformbuilder,90000,82,4.1,Blocks+Classic,2026-03-20 7:01am GMT,6.1,6.7.5,https://jetformbuilder.com/,https://github.com/Crocoblock/jetformbuilder,official,https://wordpress.org/plugins/jetformbuilder/,7,1,,,2025-12-16,,"blocks, contact form, form builder, forms, gutenberg"
520,Internal Link Juicer: SEO Auto Linker for WordPress,internal-links,90000,94,4.7,Editor-agnostic,2026-03-25 10:40am GMT,5.9.0,7.0,https://www.internallinkjuicer.com,https://github.com/davidgossage/internal-links,official,https://wordpress.org/plugins/internal-links/,7,0,,,2024-10-16,,"automatic linking, internal links, linkbuilding, onpage, seo"
521,"Defender Security – Malware Scanner, Login Security & Firewall",defender-security,90000,96,4.8,Editor-agnostic,2026-03-03 11:21am GMT,6.4,6.9.4,https://wpmudev.com/project/wp-defender/,https://github.com/WPPlugins/defender-security,mirror,https://wordpress.org/plugins/defender-security/,10,0,,,2024-12-27,,"firewall, login security, malware, malware scanner, security"
522,Custom Product Tabs for WooCommerce,yikes-inc-easy-custom-woocommerce-product-tabs,90000,88,4.4,Editor-agnostic,2025-04-12 5:21pm GMT,3.8,6.7.5,https://www.codeparrots.com,https://github.com/EvanHerman/yikes-inc-easy-custom-woocommerce-product-tabs,official,https://wordpress.org/plugins/yikes-inc-easy-custom-woocommerce-product-tabs/,3,0,7.2,High,2025-01-07,CWE-287; CWE-502; CWE-79,"customize, duplicate, product tabs, repeatable, woocommerce"
